,Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
1054,Brand New 4 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,N/A,N/A,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3096092-brand-new-4-bedroom-terrace-duplex
1055,"Now Available; A Shop, Upstairs","Moba, Off Mobil Road, Ilaje, Ajah, Lagos","₦ 400,000 per annum",1 Bathroom,1 Toilet,2 Parking Spaces,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/ajah/ilaje-ajah/3096091-now-available-a-shop-upstairs
1056,Brand New 4 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3094964-brand-new-4-bedroom-terrace-duplex
1057,Luxurious 4 Bedroom Terrace Duplex,"Mobile Road, Ilaje, Ajah, Lagos","₦ 6,500,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3093699-luxurious-4-bedroom-terrace-duplex
1058,A Standard Massive Open Space,"Sangotedo, Ajah, Lagos","₦ 30,000,000 per annum",320 sqm Total Area,N/A,N/A,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/ajah/sangotedo/3065204-a-standard-massive-open-space
1059,Lovely 4 Bedroom Terrace Duplex,"Thomas Estate, Ajah, Lagos","₦ 5,500,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3092755-lovely-4-bedroom-terrace-duplex
1060,Luxury Serviced 4 Bedroom Fully Detached Duplex,"Mobil Road, Ilaje, Ajah, Lagos","₦ 9,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/ilaje-ajah/3092394-luxury-serviced-4-bedroom-fully-detached-duplex
1061,Brand New Miniflat (video Available),"Ologunfe, Awoyaya, Ibeju Lekki, Lagos","₦ 850,000 per annum",1 Bedroom,N/A,N/A,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki-ibeju/awoyaya/3090550-brand-new-miniflat-video-available
1062,Three Bedroom Duplex,"Seaside Estate, Badore, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/badore/3088076-three-bedroom-duplex
1063,5 Bedroom Detached Duplex With Bq,"Royal Garden Estate, Ajah, Lagos","₦ 12,000,000 per annum",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3085797-5-bedroom-detached-duplex-with-bq
1064,Brand New 3 Bedroom Terrace Duplex,"General Paint, Ajah, Lagos","₦ 7,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3082831-brand-new-3-bedroom-terrace-duplex
1065,Luxury 2 Bedroom Apartment With Excellent Facilities,"Ajah, Lagos","₦ 4,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3082063-luxury-2-bedroom-apartment-with-excellent-facilities
1066,4 Bedroom Terrace Duplex,"Ilaje, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3075982-4-bedroom-terrace-duplex
1067,An Executive Furnished And Serviced One Bedroom Flat,"By Cedar Care, Off Abraham Adesanya, Ogombo, Ajah, Lagos","₦ 2,500,000 per annum",1 Bedroom,N/A,N/A,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/ogombo/3073203-an-executive-furnished-and-serviced-one-bedroom-flat
1068,Mini Flat Apartment,"Badore, Ajah, Lagos","₦ 1,500,000 per annum",1 Bedroom,2 Bathrooms,3 Toilets,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3072788-mini-flat-apartment
1069,Luxury 2 Bedroom Flat,"Badore, Ajah, Lagos","₦ 2,000,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3071976-luxury-2-bedroom-flat
1070,212 Sqm Commercial Space,"Lekki Epe Expressway, Ajah, Lagos","₦ 50,000 per annum",2 Toilets,N/A,212 sqm Total Area,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ajah/2803175-212-sqm-commercial-space
1071,Lovely & Spacious 3 Bedrooms Apartment In A Secured Estate,"Divine Homes, Thomas Estate, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,N/A,N/A,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3068843-lovely-spacious-3-bedrooms-apartment-in-a-secured-estate
1072,Luxury All Rooms En-suite 3 Bedroom,"Sangotedo, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
1073,Beautiful Spacious 3 Bedroom Apartment,"Infinity Estate, Ado, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,N/A,N/A,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ado/3059715-beautiful-spacious-3-bedroom-apartment
1074,New 2 Bedroom Apartment With Solar Panel In An Estate,"Sunshine Gardens Estate, Olokonla, Ajah, Lagos","₦ 3,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/olokonla/3058733-new-2-bedroom-apartment-with-solar-panel-in-an-estate
1075,4 Bedroom Semi-detached Duplex,"By Abraham Adesanya Estate, Ajah, Lagos","₦ 180,000,000 per annum",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3057737-4-bedroom-semi-detached-duplex
1076,Partly Furnished & Spacious Masters Bedroom - Video Available,"Royal Garden City Estate, Ajiwe, Ajah, Lagos","₦ 4,000,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/ajiwe/3008595-partly-furnished-spacious-masters-bedroom-video-available
1077,Spacious Semi - Masters Bedroom In A Shared  Furnished Duplex,"Royal Garden City Estate Ajiwe, Ajah, Lagos","₦ 3,500,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/3008947-spacious-semi-masters-bedroom-in-a-shared-furnished-duplex
1078,Luxury 3 Bedrooms Bungalow With Bq,"School Gate, Lakowe, Ibeju Lekki, Lagos","₦ 3,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom detached bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-bungalows/lagos/lekki-ibeju/lakowe/3052281-luxury-3-bedrooms-bungalow-with-bq
1079,Fully Serviced 3 Bedroom,"Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,3 Bathrooms,3 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3048605-fully-serviced-3-bedroom
1080,Newly Built Mini Flat,"Ajah, Lagos","₦ 1,500,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/3048436-newly-built-mini-flat
1081,Fully Serviced 4 Bedroom,"Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3048207-fully-serviced-4-bedroom
1082,Shop,"Ojaja Mall, Ajah, Lagos","₦ 2,300,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/ajah/3048103-shop
1083,3 Bedroom Apartment,"Badore, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,3 Bathrooms,3 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3046100-3-bedroom-apartment
1084,Studio Apartment,"Badore, Ajah, Lagos","₦ 1,200,000 per annum",1 Bedroom,1 Bathroom,1 Toilet,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3046087-studio-apartment
1085,2 Bedroom Apartment,"Badore, Ajah, Lagos","₦ 3,500,000 per annum",2 Bedrooms,2 Bathrooms,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3046072-2-bedroom-apartment
1086,Self Contained,"Badore, Ajah, Lagos","₦ 800,000 per annum",1 Bathroom,1 Toilet,4 Parking Spaces,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/badore/3044938-self-contained
1087,Three Bedrooms Apartment,"Seaside Estate, Badore, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3044705-three-bedrooms-apartment
1088,Brand New 4 Bedroom Terrace Duplex With Solar And Pool,"Along Abraham Adesanya, Ogombo, Ajah, Lagos","₦ 6,500,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ogombo/3044119-brand-new-4-bedroom-terrace-duplex-with-solar-and-pool
1089,Spacious Shops,"Ijako Town, Epe, Lagos","₦ 450,000 per annum",1200 Parking Spaces,N/A,N/A,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/epe/3042224-spacious-shops
1090,Luxuriously Furnished 4 Bedroom Terrace Duplex In A 24/7 Light Estate,"Empire Terraces, By Mobil Road, Ilaje, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3040983-luxuriously-furnished-4-bedroom-terrace-duplex-in-a-247-light-estate
1091,Tastefully 3 Bedrooms Terraced Duplex With Bq,"Ajah, Lagos","₦ 7,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3039380-tastefully-3-bedrooms-terraced-duplex-with-bq
1092,Three Bedroom Duplex,"Palmwill Estate, Badore, Ajah, Lagos","₦ 3,200,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/badore/3038809-three-bedroom-duplex
1093,Luxury Self Contained Shared Apartment,"Seaside Estate, Badore, Ajah, Lagos","₦ 750,000 per annum",,N/A,N/A,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/badore/3035414-luxury-self-contained-shared-apartment
1094,Very Spacious And Sharp 2 Bedroom Apartment Upstairs,"Peace Estate By Sky Mall, Sangotedo, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/sangotedo/3031788-very-spacious-and-sharp-2-bedroom-apartment-upstairs
1095,Luxurious 5 Bedroom Fully Detached Duplex With Excellent Facilities,"Ajah, Lagos","₦ 300,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3031481-luxurious-5-bedroom-fully-detached-duplex-with-excellent-facilities
1096,Luxury 2 Bedroom Apartment,"Badore, Ajah, Lagos","₦ 5,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
1097,Spacious 5 Bedroom Fully Detached House In An Access Controlled Estate,"Farapark Estate, Sangotedo, Ajah, Lagos","₦ 10,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/sangotedo/3020537-spacious-5-bedroom-fully-detached-house-in-an-access-controlled-estate
1098,Luxury 1 Bedroom Apartment Available,"Ajah, Lagos","₦ 1,800,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/3020489-luxury-1-bedroom-apartment-available
1099,New 1 Bedroom Massionatte House,"Off Mobil Road, Ilaje, Ajah, Lagos","₦ 4,200,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/ilaje-ajah/3015138-new-1-bedroom-massionatte-house
1100,Luxury 5 Bedroom Detached Duplex + Bq,"Royal Garden Estate, Ajah, Lagos","₦ 14,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3013880-luxury-5-bedroom-detached-duplex-bq
1101,Beautiful 3 Bedroom Flat,"Lbs, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/2946398-beautiful-3-bedroom-flat
1102,5 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 210,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/2938671-5-bedroom-fully-detached-duplex
1103,3 Bedoom Flat,"Silver Point Estate, Badore, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,N/A,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/2938394-3-bedoom-flat
1104,Lovely Fully Serviced  Furnished 3 Bedroom Terraced Duplex,"Ajah, Lagos","₦ 9,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/2931624-lovely-fully-serviced-furnished-3-bedroom-terraced-duplex
1105,Three Bedroom Apartment,"Badore, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/2926949-three-bedroom-apartment
1106,Well Maintained And Furnished 3 Bedroom Apartment,"Ajah, Lagos","₦ 8,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/2926072-well-maintained-and-furnished-3-bedroom-apartment
1107,Newly Built 1 Bedroom Apartment With Excellent Facilities,"Ajah, Lagos","₦ 1,700,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/2926021-newly-built-1-bedroom-apartment-with-excellent-facilities
1108,Luxury 3 Bedroom Apartment With Excellent Facilities,"Badore, Ajah, Lagos","₦ 3,300,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/2924336-luxury-3-bedroom-apartment-with-excellent-facilities
1109,Serviced Brand New 5 Bedroom Detached Duplex With Bq,"Ajah, Lagos","₦ 8,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/2917477-serviced-brand-new-5-bedroom-detached-duplex-with-bq
1110,Smart Spacious Newly Built 3 Bedrooms Terrace Duplex With 5kva Solar.,"By Abraham Adesanya Axis, Olokonla, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/olokonla/2914250-smart-spacious-newly-built-3-bedrooms-terrace-duplex-with-5kva-solar
1111,A Contemporary 3 Bedroom Apartment,"Ajah, Lagos","₦ 2,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/2913360-a-contemporary-3-bedroom-apartment
1112,Contemporary 5 Bedroom Detached Duplex+ Pool + Bathtub,"Ajah, Lagos","₦ 15,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/2874253-contemporary-5-bedroom-detached-duplex-pool-bathtub
1113,A Newly Renovated 2 Bedroom Apartment,"Olokonla, Ajah, Lagos","₦ 2,700,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/olokonla/2906536-a-newly-renovated-2-bedroom-apartment
1114,A Nice 4 Units Of 3 Bedroom Flats,"Ogombo, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ogombo/2906501-a-nice-4-units-of-3-bedroom-flats
1115,3 Bedroom Bungalow With Bq,"Abraham Adesanya Estate, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom semi-detached bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-bungalows/lagos/ajah/2901967-3-bedroom-bungalow-with-bq
1116,4 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/2900364-4-bedroom-terrace-duplex
1117,Functional Beach House Resort,"Abraham Adesanya, Ajah, Lagos","₦ 80,000,000 per annum",16 Bedrooms,16 Bathrooms,17 Toilets,16 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/ajah/2897193-functional-beach-house-resort
1118,Luxurious 4 Bedroom Fully Detached Duplex With Excellent Facilities,"Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/2892521-luxurious-4-bedroom-fully-detached-duplex-with-excellent-facilities
1119,Luxurious 3 Bedroom Self Compound Duplex,"Harris Drive, Beside Vgc Ajah, Ajah, Lagos","₦ 6,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/2892301-luxurious-3-bedroom-self-compound-duplex
1120,Brand New 3 Bedroom Semi Detached Bungalow With Ample Parking Space,"Peak Prime Estate By Greenland Estate, Olokonla, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom semi-detached bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-bungalows/lagos/ajah/olokonla/2654065-brand-new-3-bedroom-semi-detached-bungalow-with-ample-parking-space
